Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Label
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:24.025,535,1,1,0,0,0.0,3738.317757,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:25.026,580,1,1,0,0,0.0,3448.275862,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:25.027,585,1,1,0,0,0.0,3418.803419,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:25.028,562,1,1,0,0,0.0,3558.718861,Infiltration - Attempted
192.168.10.8-205.174.165.73-54122-444-6,192.168.10.8,54122,205.174.165.73,444,6,06/07/2017 12:30:26.029,564,1,1,0,0,0.0,3546.099291,Infiltration - Attempted
172.16.0.1-192.168.10.50-52736-80-6,172.16.0.1,52736,192.168.10.50,80,6,06/07/2017 12:30:28.012,5911719,4,2,0,0,0.0,1.01493322,Web Attack - Brute Force - Attempted
172.16.0.1-192.168.10.50-33122-80-6,172.16.0.1,33122,192.168.10.50,80,6,06/07/2017 12:30:28.026,5479396,4,2,0,0,0.0,1.095011202,Web Attack - XSS - Attempted
172.16.0.1-192.168.10.50-52776-80-6,172.16.0.1,52776,192.168.10.50,80,6,06/07/2017 12:30:30.013,9858758,5,5,383,370,76.3787893,1.014326551,Web Attack - Brute Force - Attempted
192.168.10.8-205.174.165.73-54119-444-6,192.168.10.8,54119,205.174.165.73,444,6,06/07/2017 12:30:33.001,119973135,4375,4375,2321360,0,19348.99842,72.93299454,Infiltration
172.16.0.1-192.168.10.50-52814-80-6,172.16.0.1,52814,192.168.10.50,80,6,06/07/2017 12:30:33.048,34235173,204,105,43906,72174,3390.664916,9.025805127,Web Attack - Brute Force
172.16.0.1-192.168.10.50-53166-80-6,172.16.0.1,53166,192.168.10.50,80,6,06/07/2017 12:30:56.014,5839956,4,2,0,0,0.0,1.027405001,Web Attack - Brute Force - Attempted
192.168.10.8-205.174.165.73-54131-444-6,192.168.10.8,54131,205.174.165.73,444,6,06/07/2017 12:30:57.002,119974830,3398,3398,1645530,279,13717.95234,56.64521467,Infiltration
172.16.0.1-192.168.10.50-53206-80-6,172.16.0.1,53206,192.168.10.50,80,6,06/07/2017 12:30:58.015,5291498,4,2,0,0,0.0,1.133894409,Web Attack - Brute Force - Attempted
172.16.0.1-192.168.10.50-33580-80-6,172.16.0.1,33580,192.168.10.50,80,6,06/07/2017 12:31:12.018,69422816,206,110,48783,183586,3347.15607,4.551817662,Web Attack - XSS
172.16.0.1-192.168.10.50-33688-80-6,172.16.0.1,33688,192.168.10.50,80,6,06/07/2017 12:31:22.024,5466100,4,2,0,0,0.0,1.097674759,Web Attack - XSS - Attempted
192.168.10.8-205.174.165.73-54119-444-6,192.168.10.8,54119,205.174.165.73,444,6,06/07/2017 12:32:33.003,119993844,3812,3812,1752365,0,14603.79084,63.53659276,Infiltration
192.168.10.8-205.174.165.73-54573-444-6,192.168.10.8,54573,205.174.165.73,444,6,06/07/2017 12:32:37.009,78233714,48,52,11986,314,157.2212205,1.278221305,Infiltration
192.168.10.8-205.174.165.73-54131-444-6,192.168.10.8,54131,205.174.165.73,444,6,06/07/2017 12:32:57.004,118573317,3732,3733,1827185,0,15409.74855,62.95682864,Infiltration
172.16.0.1-192.168.10.50-34766-80-6,172.16.0.1,34766,192.168.10.50,80,6,06/07/2017 12:33:05.029,5208788,4,2,0,0,0.0,1.151899444,Web Attack - XSS - Attempted
172.16.0.1-192.168.10.50-55364-80-6,172.16.0.1,55364,192.168.10.50,80,6,06/07/2017 12:33:17.007,33281090,204,105,43951,72209,3490.270301,9.284551678,Web Attack - Brute Force
172.16.0.1-192.168.10.50-34940-80-6,172.16.0.1,34940,192.168.10.50,80,6,06/07/2017 12:33:22.017,69374569,206,105,48783,183572,3349.282069,4.482910733,Web Attack - XSS
192.168.10.8-192.168.10.5-0-0-1,192.168.10.8,0,192.168.10.5,0,1,06/07/2017 12:33:43.032,755441,16,0,0,0,0.0,21.1796818,Infiltration - Portscan
172.16.0.1-192.168.10.50-56356-80-6,172.16.0.1,56356,192.168.10.50,80,6,06/07/2017 12:34:22.003,33347965,204,105,43951,72202,3483.06111,9.265932719,Web Attack - Brute Force
192.168.10.8-205.174.165.73-54119-444-6,192.168.10.8,54119,205.174.165.73,444,6,06/07/2017 12:34:33.005,119992821,2251,2251,929242,0,7744.146627,37.51891124,Infiltration
172.16.0.1-192.168.10.50-35884-80-6,172.16.0.1,35884,192.168.10.50,80,6,06/07/2017 12:34:52.030,5250421,4,2,0,0,0.0,1.142765504,Web Attack - XSS - Attempted
192.168.10.8-205.174.165.73-54131-444-6,192.168.10.8,54131,205.174.165.73,444,6,06/07/2017 12:34:57.006,119382036,1157,1157,319574,0,2676.901908,19.38315074,Infiltration
172.16.0.1-192.168.10.50-58342-80-6,172.16.0.1,58342,192.168.10.50,80,6,06/07/2017 12:36:32.001,32925619,204,105,43951,72198,3527.61781,9.384789395,Web Attack - Brute Force
192.168.10.8-205.174.165.73-54119-444-6,192.168.10.8,54119,205.174.165.73,444,6,06/07/2017 12:36:33.007,119995180,1818,1818,489110,0,4076.080389,30.3012171,Infiltration
192.168.10.8-205.174.165.73-54131-444-6,192.168.10.8,54131,205.174.165.73,444,6,06/07/2017 12:36:59.008,69365637,1031,1031,307927,0,4439.18651,29.72653448,Infiltration
192.168.10.8-205.174.165.73-54119-444-6,192.168.10.8,54119,205.174.165.73,444,6,06/07/2017 12:38:33.010,116393381,504,505,171434,0,1472.884442,8.668877829,Infiltration
192.168.10.8-205.174.165.73-54573-444-6,192.168.10.8,54573,205.174.165.73,444,6,06/07/2017 13:40:29.030,20,1,1,0,0,0.0,100000.0,Infiltration - Attempted
172.16.0.1-192.168.10.50-36558-80-6,172.16.0.1,36558,192.168.10.50,80,6,06/07/2017 13:43:30.049,35171406,204,105,43906,72181,3300.607317,8.785545849,Web Attack - Brute Force
172.16.0.1-192.168.10.50-38080-80-6,172.16.0.1,38080,192.168.10.50,80,6,06/07/2017 13:45:09.006,32945595,204,105,43951,72202,3525.600312,9.379099087,Web Attack - Brute Force
172.16.0.1-192.168.10.50-38568-80-6,172.16.0.1,38568,192.168.10.50,80,6,06/07/2017 13:45:41.042,33916525,204,105,43906,72190,3422.992184,9.110603165,Web Attack - Brute Force
172.16.0.1-192.168.10.50-41538-80-6,172.16.0.1,41538,192.168.10.50,80,6,06/07/2017 13:48:53.005,35248957,204,105,43906,72183,3293.402412,8.766216827,Web Attack - Brute Force
172.16.0.1-192.168.10.50-42596-80-6,172.16.0.1,42596,192.168.10.50,80,6,06/07/2017 14:50:01.044,32601882,204,105,43906,72166,3560.285262,9.477980443,Web Attack - Brute Force
172.16.0.1-192.168.10.50-44544-80-6,172.16.0.1,44544,192.168.10.50,80,6,06/07/2017 14:52:07.046,35167391,204,105,43906,72185,3301.097884,8.78654888,Web Attack - Brute Force
192.168.10.25-205.174.165.73-51325-444-6,192.168.10.25,51325,205.174.165.73,444,6,06/07/2017 14:53:36.011,108011634,103,98,29715,100009,1201.018772,1.86091065,Infiltration
172.16.0.1-192.168.10.50-47044-80-6,172.16.0.1,47044,192.168.10.50,80,6,06/07/2017 14:54:49.004,34212507,204,105,43951,72194,3394.811143,9.03178478,Web Attack - Brute Force
192.168.10.25-205.174.165.73-51325-444-6,192.168.10.25,51325,205.174.165.73,444,6,06/07/2017 14:55:45.012,86344514,59,58,12116,14715,310.7435407,1.35503687,Infiltration
172.16.0.1-192.168.10.50-48542-80-6,172.16.0.1,48542,192.168.10.50,80,6,06/07/2017 14:56:27.040,33955653,204,105,43906,72178,3418.694378,9.100104775,Web Attack - Brute Force
172.16.0.1-192.168.10.50-49522-80-6,172.16.0.1,49522,192.168.10.50,80,6,06/07/2017 14:57:30.000,35253111,204,105,43906,72181,3292.957606,8.765183873,Web Attack - Brute Force
192.168.10.25-205.174.165.73-51325-444-6,192.168.10.25,51325,205.174.165.73,444,6,06/07/2017 14:57:46.013,116123990,9452,4829,12870252,32796,111114.4045,122.9806175,Infiltration
172.16.0.1-192.168.10.50-50028-80-6,172.16.0.1,50028,192.168.10.50,80,6,06/07/2017 14:58:03.045,34240493,204,105,43951,72204,3392.328492,9.024402774,Web Attack - Brute Force
192.168.10.15-205.174.165.73-53109-8080-6,192.168.10.15,53109,205.174.165.73,8080,6,07/07/2017 09:03:14.025,1305,1,1,0,0,0.0,1532.56705,Botnet - Attempted
192.168.10.15-205.174.165.73-53109-8080-6,192.168.10.15,53109,205.174.165.73,8080,6,07/07/2017 09:03:14.026,572,1,1,0,0,0.0,3496.503497,Botnet - Attempted
192.168.10.8-205.174.165.73-3067-8080-6,192.168.10.8,3067,205.174.165.73,8080,6,07/07/2017 09:03:17.027,824,1,1,0,0,0.0,2427.184466,Botnet - Attempted
192.168.10.8-205.174.165.73-3067-8080-6,192.168.10.8,3067,205.174.165.73,8080,6,07/07/2017 09:03:17.028,442,1,1,0,0,0.0,4524.886878,Botnet - Attempted
192.168.10.14-205.174.165.73-51850-8080-6,192.168.10.14,51850,205.174.165.73,8080,6,07/07/2017 09:03:22.029,417,1,1,0,0,0.0,4796.16307,Botnet - Attempted
192.168.10.14-205.174.165.73-51850-8080-6,192.168.10.14,51850,205.174.165.73,8080,6,07/07/2017 09:03:23.030,396,1,1,0,0,0.0,5050.505051,Botnet - Attempted
192.168.10.9-205.174.165.73-5071-8080-6,192.168.10.9,5071,205.174.165.73,8080,6,07/07/2017 09:03:23.031,512,1,1,0,0,0.0,3906.25,Botnet - Attempted
192.168.10.5-205.174.165.73-50074-8080-6,192.168.10.5,50074,205.174.165.73,8080,6,07/07/2017 09:03:23.032,611,1,1,0,0,0.0,3273.322422,Botnet - Attempted
192.168.10.9-205.174.165.73-5071-8080-6,192.168.10.9,5071,205.174.165.73,8080,6,07/07/2017 09:03:24.033,363,1,1,0,0,0.0,5509.641873,Botnet - Attempted
192.168.10.5-205.174.165.73-50074-8080-6,192.168.10.5,50074,205.174.165.73,8080,6,07/07/2017 09:03:24.034,504,1,1,0,0,0.0,3968.253968,Botnet - Attempted
192.168.10.15-205.174.165.73-53110-8080-6,192.168.10.15,53110,205.174.165.73,8080,6,07/07/2017 09:03:38.035,587,1,1,0,0,0.0,3407.155026,Botnet - Attempted
192.168.10.15-205.174.165.73-53110-8080-6,192.168.10.15,53110,205.174.165.73,8080,6,07/07/2017 09:03:39.036,791,1,1,0,0,0.0,2528.445006,Botnet - Attempted
192.168.10.8-205.174.165.73-3069-8080-6,192.168.10.8,3069,205.174.165.73,8080,6,07/07/2017 09:03:42.037,598,1,1,0,0,0.0,3344.481605,Botnet - Attempted
192.168.10.8-205.174.165.73-3069-8080-6,192.168.10.8,3069,205.174.165.73,8080,6,07/07/2017 09:03:43.038,326,1,1,0,0,0.0,6134.969325,Botnet - Attempted
192.168.10.15-205.174.165.73-53111-8080-6,192.168.10.15,53111,205.174.165.73,8080,6,07/07/2017 09:04:55.039,593,1,1,0,0,0.0,3372.681282,Botnet - Attempted
192.168.10.15-205.174.165.73-53111-8080-6,192.168.10.15,53111,205.174.165.73,8080,6,07/07/2017 09:04:56.040,624,1,1,0,0,0.0,3205.128205,Botnet - Attempted
192.168.10.8-205.174.165.73-3070-8080-6,192.168.10.8,3070,205.174.165.73,8080,6,07/07/2017 09:04:58.041,410,1,1,0,0,0.0,4878.04878,Botnet - Attempted
192.168.10.8-205.174.165.73-3070-8080-6,192.168.10.8,3070,205.174.165.73,8080,6,07/07/2017 09:04:58.042,411,1,1,0,0,0.0,4866.180049,Botnet - Attempted
192.168.10.14-205.174.165.73-51852-8080-6,192.168.10.14,51852,205.174.165.73,8080,6,07/07/2017 09:05:03.043,605,1,1,0,0,0.0,3305.785124,Botnet - Attempted
192.168.10.14-205.174.165.73-51852-8080-6,192.168.10.14,51852,205.174.165.73,8080,6,07/07/2017 09:05:04.044,508,1,1,0,0,0.0,3937.007874,Botnet - Attempted
192.168.10.9-205.174.165.73-5075-8080-6,192.168.10.9,5075,205.174.165.73,8080,6,07/07/2017 09:05:04.045,524,1,1,0,0,0.0,3816.793893,Botnet - Attempted
192.168.10.5-205.174.165.73-50075-8080-6,192.168.10.5,50075,205.174.165.73,8080,6,07/07/2017 09:05:04.046,372,1,1,0,0,0.0,5376.344086,Botnet - Attempted
192.168.10.9-205.174.165.73-5075-8080-6,192.168.10.9,5075,205.174.165.73,8080,6,07/07/2017 09:05:05.047,401,1,1,0,0,0.0,4987.531172,Botnet - Attempted
192.168.10.5-205.174.165.73-50075-8080-6,192.168.10.5,50075,205.174.165.73,8080,6,07/07/2017 09:05:05.048,541,1,1,0,0,0.0,3696.857671,Botnet - Attempted
192.168.10.15-205.174.165.73-53112-8080-6,192.168.10.15,53112,205.174.165.73,8080,6,07/07/2017 09:05:19.049,462,1,1,0,0,0.0,4329.004329,Botnet - Attempted
192.168.10.15-205.174.165.73-52198-8080-6,192.168.10.15,52198,205.174.165.73,8080,6,07/07/2017 10:12:07.023,74935,5,4,195,128,4310.402349,120.1040902,Botnet
192.168.10.15-205.174.165.73-52239-8080-6,192.168.10.15,52239,205.174.165.73,8080,6,07/07/2017 11:22:39.011,76276,5,4,195,128,4234.621637,117.9925534,Botnet
192.168.10.15-205.174.165.73-52277-8080-6,192.168.10.15,52277,205.174.165.73,8080,6,07/07/2017 11:27:22.014,78517,5,4,195,128,4113.758804,114.6248583,Botnet
192.168.10.9-205.174.165.73-2751-8080-6,192.168.10.9,2751,205.174.165.73,8080,6,07/07/2017 11:28:08.017,71674,5,4,194,128,4492.563552,125.5685465,Botnet
192.168.10.15-205.174.165.73-52318-8080-6,192.168.10.15,52318,205.174.165.73,8080,6,07/07/2017 11:29:13.008,245669,16,18,41950,128,171279.2416,138.3976,Botnet
192.168.10.5-205.174.165.73-53447-8080-6,192.168.10.5,53447,205.174.165.73,8080,6,07/07/2017 12:31:22.018,70873,5,4,196,128,4571.557575,126.9877104,Botnet
192.168.10.9-205.174.165.73-3390-8080-6,192.168.10.9,3390,205.174.165.73,8080,6,07/07/2017 12:31:40.020,138038,5,4,194,128,2332.690998,65.19943784,Botnet
192.168.10.14-205.174.165.73-51644-8080-6,192.168.10.14,51644,205.174.165.73,8080,6,07/07/2017 12:32:02.015,199502,6,5,195,131,1634.068831,55.13729186,Botnet
192.168.10.5-205.174.165.73-53526-8080-6,192.168.10.5,53526,205.174.165.73,8080,6,07/07/2017 12:35:04.019,82533,5,4,196,128,3925.702446,109.0472902,Botnet
192.168.10.9-205.174.165.73-3846-8080-6,192.168.10.9,3846,205.174.165.73,8080,6,07/07/2017 12:39:05.009,63912,5,4,194,128,5038.177494,140.8186256,Botnet
192.168.10.15-205.174.165.73-52746-8080-6,192.168.10.15,52746,205.174.165.73,8080,6,07/07/2017 12:39:26.012,65653,5,4,195,128,4919.805645,137.0843678,Botnet
192.168.10.5-205.174.165.73-53709-8080-6,192.168.10.5,53709,205.174.165.73,8080,6,07/07/2017 12:39:36.000,81379,5,4,196,128,3981.371115,110.5936421,Botnet
192.168.10.5-205.174.165.73-53710-8080-6,192.168.10.5,53710,205.174.165.73,8080,6,07/07/2017 12:39:46.001,65872,5,4,196,128,4918.63007,136.6286131,Botnet
192.168.10.15-205.174.165.73-52870-8080-6,192.168.10.15,52870,205.174.165.73,8080,6,07/07/2017 13:44:19.022,59665,5,4,195,128,5413.559038,150.8422023,Botnet
192.168.10.8-205.174.165.73-2937-8080-6,192.168.10.8,2937,205.174.165.73,8080,6,07/07/2017 13:45:01.010,77041,5,4,1160,128,16718.37074,116.8209135,Botnet
192.168.10.9-205.174.165.73-4176-8080-6,192.168.10.9,4176,205.174.165.73,8080,6,07/07/2017 13:45:09.024,65281,5,4,194,128,4932.52248,137.8655351,Botnet
192.168.10.9-205.174.165.73-4182-8080-6,192.168.10.9,4182,205.174.165.73,8080,6,07/07/2017 13:45:30.007,83544,5,4,194,128,3854.25644,107.7276645,Botnet
192.168.10.5-205.174.165.73-53885-8080-6,192.168.10.5,53885,205.174.165.73,8080,6,07/07/2017 13:49:32.002,65336,5,4,196,128,4958.981266,137.7494796,Botnet
192.168.10.5-205.174.165.73-53888-8080-6,192.168.10.5,53888,205.174.165.73,8080,6,07/07/2017 13:49:42.003,210485,6,5,196,139,1591.562344,52.26025608,Botnet
192.168.10.5-205.174.165.73-53892-8080-6,192.168.10.5,53892,205.174.165.73,8080,6,07/07/2017 14:50:12.004,60046,5,4,196,128,5395.863172,149.8850881,Botnet
192.168.10.9-205.174.165.73-4294-8080-6,192.168.10.9,4294,205.174.165.73,8080,6,07/07/2017 14:50:12.016,67541,5,4,194,128,4767.474571,133.2523948,Botnet
192.168.10.5-205.174.165.73-53896-8080-6,192.168.10.5,53896,205.174.165.73,8080,6,07/07/2017 14:50:53.005,67006,5,4,196,128,4835.387876,134.3163299,Botnet
192.168.10.9-205.174.165.73-4303-8080-6,192.168.10.9,4303,205.174.165.73,8080,6,07/07/2017 14:51:22.021,71882,5,4,194,128,4479.563729,125.2051974,Botnet
192.168.10.5-205.174.165.73-53899-8080-6,192.168.10.5,53899,205.174.165.73,8080,6,07/07/2017 14:51:23.006,70735,5,4,196,128,4580.476426,127.2354563,Botnet
192.168.10.14-205.174.165.73-51794-8080-6,192.168.10.14,51794,205.174.165.73,8080,6,07/07/2017 14:51:42.013,65421,5,4,195,128,4937.252564,137.5705049,Botnet
172.16.0.1-192.168.10.50-59478-1107-6,172.16.0.1,59478,192.168.10.50,1107,6,07/07/2017 14:51:45.023,49,1,1,0,0,0.0,40816.32653,Portscan
172.16.0.1-192.168.10.50-45002-5432-6,172.16.0.1,45002,192.168.10.50,5432,6,07/07/2017 14:51:48.012,43,1,1,0,0,0.0,46511.62791,Portscan
172.16.0.1-192.168.10.50-45002-32774-6,172.16.0.1,45002,192.168.10.50,32774,6,07/07/2017 14:51:48.030,65,1,1,0,0,0.0,30769.23077,Portscan
172.16.0.1-192.168.10.50-45002-32779-6,172.16.0.1,45002,192.168.10.50,32779,6,07/07/2017 14:51:48.035,26,1,1,0,0,0.0,76923.07692,Portscan
172.16.0.1-192.168.10.50-45002-70-6,172.16.0.1,45002,192.168.10.50,70,6,07/07/2017 14:51:48.058,77,1,1,0,0,0.0,25974.02597,Portscan
172.16.0.1-192.168.10.50-42784-9418-6,172.16.0.1,42784,192.168.10.50,9418,6,07/07/2017 14:51:51.025,2,1,1,0,0,0.0,1000000.0,Portscan
172.16.0.1-192.168.10.50-38444-2034-6,172.16.0.1,38444,192.168.10.50,2034,6,07/07/2017 14:51:55.055,43,1,1,0,0,0.0,46511.62791,Portscan
172.16.0.1-192.168.10.50-51546-32773-6,172.16.0.1,51546,192.168.10.50,32773,6,07/07/2017 14:52:00.046,54,1,1,0,0,0.0,37037.03704,Portscan
172.16.0.1-192.168.10.50-55826-1521-6,172.16.0.1,55826,192.168.10.50,1521,6,07/07/2017 14:52:07.015,43,1,1,0,0,0.0,46511.62791,Portscan
172.16.0.1-192.168.10.50-52332-15742-6,172.16.0.1,52332,192.168.10.50,15742,6,07/07/2017 14:52:10.051,45,1,1,0,0,0.0,44444.44444,Portscan
172.16.0.1-192.168.10.50-52332-2047-6,172.16.0.1,52332,192.168.10.50,2047,6,07/07/2017 14:52:10.053,19,1,1,0,0,0.0,105263.1579,Portscan
172.16.0.1-192.168.10.50-39070-17988-6,172.16.0.1,39070,192.168.10.50,17988,6,07/07/2017 14:52:11.004,50,1,1,0,0,0.0,40000.0,Portscan
172.16.0.1-192.168.10.50-39070-1717-6,172.16.0.1,39070,192.168.10.50,1717,6,07/07/2017 14:52:11.016,73,1,1,0,0,0.0,27397.26027,Portscan
172.16.0.1-192.168.10.50-39070-722-6,172.16.0.1,39070,192.168.10.50,722,6,07/07/2017 14:52:11.021,86,1,1,0,0,0.0,23255.81395,Portscan
172.16.0.1-192.168.10.50-39070-513-6,172.16.0.1,39070,192.168.10.50,513,6,07/07/2017 14:52:11.032,45,1,1,0,0,0.0,44444.44444,Portscan
172.16.0.1-192.168.10.50-58812-1600-6,172.16.0.1,58812,192.168.10.50,1600,6,07/07/2017 14:52:15.013,44,1,1,0,0,0.0,45454.54545,Portscan
172.16.0.1-192.168.10.50-54368-1072-6,172.16.0.1,54368,192.168.10.50,1072,6,07/07/2017 14:52:18.014,44,1,1,0,0,0.0,45454.54545,Portscan
172.16.0.1-192.168.10.50-54368-1110-6,172.16.0.1,54368,192.168.10.50,1110,6,07/07/2017 14:52:18.047,89,1,1,0,0,0.0,22471.91011,Portscan
172.16.0.1-192.168.10.50-60768-7070-6,172.16.0.1,60768,192.168.10.50,7070,6,07/07/2017 14:52:23.009,88,1,1,0,0,0.0,22727.27273,Portscan
172.16.0.1-192.168.10.50-59328-9666-6,172.16.0.1,59328,192.168.10.50,9666,6,07/07/2017 14:52:25.024,16,1,1,0,0,0.0,125000.0,Portscan
172.16.0.1-192.168.10.50-59328-7435-6,172.16.0.1,59328,192.168.10.50,7435,6,07/07/2017 14:52:25.027,44,1,1,0,0,0.0,45454.54545,Portscan
172.16.0.1-192.168.10.50-59328-563-6,172.16.0.1,59328,192.168.10.50,563,6,07/07/2017 14:52:25.029,49,1,1,0,0,0.0,40816.32653,Portscan
172.16.0.1-192.168.10.50-34850-9040-6,172.16.0.1,34850,192.168.10.50,9040,6,07/07/2017 14:52:28.011,44,1,1,0,0,0.0,45454.54545,Portscan
172.16.0.1-192.168.10.50-43924-21571-6,172.16.0.1,43924,192.168.10.50,21571,6,07/07/2017 14:52:29.020,56,1,1,0,0,0.0,35714.28571,Portscan
172.16.0.1-192.168.10.50-43924-2557-6,172.16.0.1,43924,192.168.10.50,2557,6,07/07/2017 14:52:29.044,62,1,1,0,0,0.0,32258.06452,Portscan
172.16.0.1-192.168.10.50-34110-3784-6,172.16.0.1,34110,192.168.10.50,3784,6,07/07/2017 14:52:30.010,53,1,1,0,0,0.0,37735.84906,Portscan
172.16.0.1-192.168.10.50-57042-8649-6,172.16.0.1,57042,192.168.10.50,8649,6,07/07/2017 14:52:32.018,22,1,1,0,0,0.0,90909.09091,Portscan
172.16.0.1-192.168.10.50-57042-5633-6,172.16.0.1,57042,192.168.10.50,5633,6,07/07/2017 14:52:32.057,58,1,1,0,0,0.0,34482.75862,Portscan
172.16.0.1-192.168.10.50-39492-5862-6,172.16.0.1,39492,192.168.10.50,5862,6,07/07/2017 14:52:33.002,54,1,1,0,0,0.0,37037.03704,Portscan
172.16.0.1-192.168.10.50-39492-1234-6,172.16.0.1,39492,192.168.10.50,1234,6,07/07/2017 14:52:33.028,44,1,1,0,0,0.0,45454.54545,Portscan
172.16.0.1-192.168.10.50-42668-55055-6,172.16.0.1,42668,192.168.10.50,55055,6,07/07/2017 14:52:37.031,44,1,1,0,0,0.0,45454.54545,Portscan
172.16.0.1-192.168.10.50-37796-366-6,172.16.0.1,37796,192.168.10.50,366,6,07/07/2017 14:52:40.005,63,1,1,0,0,0.0,31746.03175,Portscan
172.16.0.1-192.168.10.50-37796-1248-6,172.16.0.1,37796,192.168.10.50,1248,6,07/07/2017 14:52:40.026,77,1,1,0,0,0.0,25974.02597,Portscan
172.16.0.1-192.168.10.50-37796-2605-6,172.16.0.1,37796,192.168.10.50,2605,6,07/07/2017 14:52:40.040,98,1,1,0,0,0.0,20408.16327,Portscan
172.16.0.1-192.168.10.50-37796-32781-6,172.16.0.1,37796,192.168.10.50,32781,6,07/07/2017 14:52:40.042,62,1,1,0,0,0.0,32258.06452,Portscan
172.16.0.1-192.168.10.50-37796-2525-6,172.16.0.1,37796,192.168.10.50,2525,6,07/07/2017 14:52:40.043,50,1,1,0,0,0.0,40000.0,Portscan
172.16.0.1-192.168.10.50-37796-873-6,172.16.0.1,37796,192.168.10.50,873,6,07/07/2017 14:52:40.049,43,1,1,0,0,0.0,46511.62791,Portscan
172.16.0.1-192.168.10.50-34212-2001-6,172.16.0.1,34212,192.168.10.50,2001,6,07/07/2017 14:52:41.008,44,1,1,0,0,0.0,45454.54545,Portscan
172.16.0.1-192.168.10.50-34212-7496-6,172.16.0.1,34212,192.168.10.50,7496,6,07/07/2017 14:52:41.022,72,1,1,0,0,0.0,27777.77778,Portscan
172.16.0.1-192.168.10.50-54812-7106-6,172.16.0.1,54812,192.168.10.50,7106,6,07/07/2017 14:52:44.038,30,1,1,0,0,0.0,66666.66667,Portscan
172.16.0.1-192.168.10.50-56794-1113-6,172.16.0.1,56794,192.168.10.50,1113,6,07/07/2017 14:52:47.006,44,1,1,0,0,0.0,45454.54545,Portscan
172.16.0.1-192.168.10.50-56794-1720-6,172.16.0.1,56794,192.168.10.50,1720,6,07/07/2017 14:52:47.019,43,1,1,0,0,0.0,46511.62791,Portscan
172.16.0.1-192.168.10.50-53446-1117-6,172.16.0.1,53446,192.168.10.50,1117,6,07/07/2017 14:52:48.017,32,1,1,0,0,0.0,62500.0,Portscan
172.16.0.1-192.168.10.50-33830-4848-6,172.16.0.1,33830,192.168.10.50,4848,6,07/07/2017 14:52:58.000,44,1,1,0,0,0.0,45454.54545,Portscan
172.16.0.1-192.168.10.50-33830-1272-6,172.16.0.1,33830,192.168.10.50,1272,6,07/07/2017 14:52:58.001,43,1,1,0,0,0.0,46511.62791,Portscan
172.16.0.1-192.168.10.50-33830-2605-6,172.16.0.1,33830,192.168.10.50,2605,6,07/07/2017 14:52:58.003,33,1,1,0,0,0.0,60606.06061,Portscan
172.16.0.1-192.168.10.50-33830-10002-6,172.16.0.1,33830,192.168.10.50,10002,6,07/07/2017 14:52:58.045,56,1,1,0,0,0.0,35714.28571,Portscan
172.16.0.1-192.168.10.50-33830-5001-6,172.16.0.1,33830,192.168.10.50,5001,6,07/07/2017 14:52:58.054,29,1,1,0,0,0.0,68965.51724,Portscan
172.16.0.1-192.168.10.50-36894-42510-6,172.16.0.1,36894,192.168.10.50,42510,6,07/07/2017 14:53:00.036,29,1,1,0,0,0.0,68965.51724,Portscan
172.16.0.1-192.168.10.50-48354-1085-6,172.16.0.1,48354,192.168.10.50,1085,6,07/07/2017 14:53:02.007,58,1,1,0,0,0.0,34482.75862,Portscan
172.16.0.1-192.168.10.50-52500-5631-6,172.16.0.1,52500,192.168.10.50,5631,6,07/07/2017 14:54:15.033,42,1,1,0,0,0.0,47619.04762,Portscan
172.16.0.1-192.168.10.50-47178-4567-6,172.16.0.1,47178,192.168.10.50,4567,6,07/07/2017 14:54:15.034,98,1,1,0,0,0.0,20408.16327,Portscan
172.16.0.1-192.168.10.50-49372-2301-6,172.16.0.1,49372,192.168.10.50,2301,6,07/07/2017 14:54:16.037,58,1,1,0,0,0.0,34482.75862,Portscan
172.16.0.1-192.168.10.50-56630-5405-6,172.16.0.1,56630,192.168.10.50,5405,6,07/07/2017 14:54:17.039,25,1,1,0,0,0.0,80000.0,Portscan
172.16.0.1-192.168.10.50-36878-1076-6,172.16.0.1,36878,192.168.10.50,1076,6,07/07/2017 14:54:19.041,18,1,1,0,0,0.0,111111.1111,Portscan
172.16.0.1-192.168.10.50-36492-4005-6,172.16.0.1,36492,192.168.10.50,4005,6,07/07/2017 14:54:21.048,71,1,1,0,0,0.0,28169.01408,Portscan
172.16.0.1-192.168.10.50-53060-4242-6,172.16.0.1,53060,192.168.10.50,4242,6,07/07/2017 14:54:21.050,42,1,1,0,0,0.0,47619.04762,Portscan
